index,Toughness
143,72.449472484
144,30.59470001200002
145,23.135278588999988
146,32.131749857000024
147,47.394861854000006
148,388.6036804499999
149,40.335829894
150,50.128143103999996
151,24.628677210000014
152,43.986805516000004
153,83.265700788
154,40.37987855300001
155,11.211901181900004
156,102.995076805
157,8.506370572700014
158,10.752461753700011
159,74.226656254
160,7.321280823900018
161,28.246791498999997
162,52.866056368
163,9.315811454799977
164,9.438502545400006
165,27.35167199499999
166,62.780651541
167,10.112482805200031
168,4.278043377399975
169,21.837695725900005
170,5.677599093299989
171,4.9247944667
172,100.56385831899998
173,6.175796458700042
174,20.171836177999992
175,44.394673095
176,37.247884283000005
177,102.29146286999999
178,6.423244735199987
179,12.455530349500023
180,37.392215298999986
181,78.44272015
182,5.535947104699993
183,38.35793598
184,23.582781603999997
185,160.90451507600005
186,6.980788951900024
187,66.124488605
188,8.181982909399984
189,51.575014581
190,27.30393833200001
191,108.41008283199999
192,42.94122485000001
193,14.91631813890001
194,33.997421894999995
195,21.644438817299985
196,9.97748787839997
197,20.96533494399999
198,16.41052231700001
199,262.21657222999994
200,22.015260377999986
201,89.946131041
202,31.95708152600001
203,55.990350002999996
204,920.4715971299997
205,229.44983984099997
206,11.132141382699977
207,281.91539144
208,8.599141019099982
209,14.204693256199967
210,6.925592551699978
211,85.104698187
212,276.6165266800001
213,12.730316307399974
214,35.99657637199999
215,31.218266738000004
216,588.1867846600004
217,25.201508125999986
218,9.833921480100017
219,6.1221433001000065
220,592.5900195099999
221,25.233856846999984
222,10.831636889500018
223,216.628952039
224,26.412441251999994
225,57.56002877900001
226,43.770617067
227,130.10321496699999
228,42.471673814
229,92.09123643800001
230,10.902842331000002
231,30.552602682000014
232,5.469522976100016
233,7.753731431800027
234,92.59391674699998
235,35.520075739000006
236,90.551377048
237,31.72607777000001
238,6.887987952999993
239,235.34515738
240,21.160357529000024
241,29.103867386999994
242,366.5899779000001
243,198.17602441999998
244,23.659401779999996
245,29.748433657000014
246,235.84858514999996
247,12.606268546900004
248,55.443088816
249,68.089637197
250,26.986698911000005
251,41.36025990199999
252,14.08181835209998
253,11.55807726399999
254,13.362437237699993
255,61.963690052000004
256,170.81963942900003
257,26.771564067
258,16.788544399899983
259,53.332807291
260,55.409729422999995
261,9.28705248420001
262,22.921298214000004
263,9.351238247500014
264,178.91883764800008
265,32.296307816
266,70.03845348499999
267,12.469543069299988
268,81.91460612099999
269,21.346308879
270,22.94654645700004
271,9.793738950000005
272,84.58080057800001
273,16.996614259700003
274,179.19338517700004
275,136.96623689599994
276,123.56053160600003
277,67.912453425
278,581.2667700500001
279,197.30576604999987
280,12.002579270800013
281,22.62683560100001
282,25.04159254999999
283,24.517835995000013
284,54.603411234
285,118.02985552999999
286,359.0026033799999
287,133.74465982200002
288,71.387405867
289,146.18996174400002
290,87.70927787100001
291,12.496212155099997
292,5.511848797199981
293,28.405887282999977
294,12.296604718199973
295,21.955346438000028
296,38.29981879899999
297,13.507299420299987
298,113.85219823399999
299,13.466468870099995
300,5.609926584600004
301,78.024711373
302,25.71906457900002
303,23.859767416999993
304,225.77795570400008
305,60.154368236
306,30.168885939999996
307,12.321667521199984
308,188.10932223000006
309,6.257792353799992
310,12.610352921499988
311,23.574555578000002
312,85.40465356
313,8.82722106000002
314,27.636846746999993
315,12.497596356800017
316,8.390545541300035
317,119.54988752100002
318,8.542030094799983
319,27.101976763000003
320,39.875729061
321,18.941304886500014
322,50.175198800000004
323,8.242804804699965
324,32.55080992100001
325,11.454752020000043
326,6.547834960400017
327,9.668744259999997
328,68.225377345
329,10.78200361999999
330,86.00099211599999
331,78.77263431700001
332,153.10403508099995
333,11.461266941599987
334,83.689245498
335,18.25937181200002
336,3.7066734094000253
337,15.719116290000002
338,127.31948568299998
339,41.05442755
340,12.024853698099996
341,4.505105985400007
342,42.18593173500001
343,93.42362681600001
344,73.556696369
345,22.39100295890001
346,53.53056033799999
347,120.969042276
348,52.16159887300002
349,4.249325982499997
350,5.997747190300039
351,20.329075876000005
352,11.222545174100006
353,107.26019037499998
354,14.749976650799965
355,109.23278797200001
356,10.034055401100005
357,5.973919728899993
358,39.539740918999996
359,19.842874820000034
360,22.64829280299999
361,25.61576356400002
362,50.21829621200001
363,56.018805261
364,7.226015368900029
365,434.69025890999995
366,4.3901972833000045
367,23.336233961999945
368,13.630991580999975
369,13.87852284659997
370,143.74578517500004
371,146.67573489400002
372,23.648372869000013
373,8.342317487299951
374,28.043618402999982
375,30.73933579900001
376,5.370372545900011
377,161.5028472660001
378,495.8688638900002
379,17.033040068299982
380,95.77543494900002
381,73.3426497
382,45.644662055
383,23.167883783
384,107.17636254800001
385,18.399773588100004
386,4.72835690580002
387,58.099387661
388,108.97762527699999
389,44.682299558999986
390,22.133970093000023
391,539.9912857500001
392,10.026671415800003
393,5.352126094700004
394,142.45744179399998
395,25.374042284999987
396,70.069569491
397,33.13428156500002
398,7.342199133799987
399,60.025645356
400,7.357158981100014
401,96.572135325
402,43.41949362999999
403,26.592948393
404,125.73077157699997
405,18.224386545999998
406,4.65629099830003
407,39.30151892099999
408,75.712741116
409,7.649097652299986
410,11.550944377600004
411,192.07150285899996
412,14.106886581799976
413,42.44576388700001
414,11.520500321499966
415,9.922241786999997
416,59.704245614
417,94.205637416
418,30.311275603
419,158.675258362
420,52.068306549000006
421,4.612922070000046
422,25.533995055999988
423,24.798550783000017
424,12.614463632399989
425,9.062149495000007
426,118.25795072899999
427,5.9558805330000055
428,20.33270121299997
429,6.972938013799997
430,18.669258845999984
431,4.821442116999997
432,30.336549604000027
433,117.30836323700001
434,36.247033753999986
435,95.01815827900002
436,36.558242060999994
437,428.58770887000014
438,25.021107600999997
439,16.583366517999956
440,10.688452585000014
441,46.233630679000015
442,378.3913815200001
443,37.026038271000004
444,6.754156001100014
445,4.038015205699956
446,126.13595868400003
447,17.466842495599998
448,62.626681854000005
449,22.854890437500003
450,57.385774196999996
451,11.424092762300013
452,21.284304415999983
453,34.576218874999995
454,21.636914832000024
455,257.3118625149999
456,38.229117091999996
457,255.3352901
458,114.31406672700001
459,15.299695669799988
460,15.993138257899979
461,86.69769538199999
462,13.416646487999998
463,19.655939093000008
464,14.592029335300026
465,9.474192627299985
466,17.19628055839997
467,36.678950654000005
468,11.85588798639997
469,7.449853938000025
470,7.534209816799994
471,27.18538808699998
472,33.25223836100001
473,51.4324327
474,3.8843281352999526
475,206.53122051999998
476,11.00069905619997
477,16.74319536800003
478,271.70434782000007
479,68.971694135
480,58.20123184799999
481,11.191008939700005
482,138.623723318
483,9.522130445999963
484,139.754827051
485,28.26399008
486,13.919046406600025
487,4.5896294825000155
488,36.532707611999996
489,73.294974448
490,15.726430625700011
491,35.845708398
492,52.911821388
493,1055.4233965600004
494,105.91893052999998
495,118.171575061
496,19.305967291100004
497,105.90861858699998
498,33.32070858800001
499,29.975552087000004
500,178.9036348699999
501,90.799129404
502,108.73654599800003
503,38.808133315999996
504,10.700603884999978
505,30.66854801000001
506,60.433113235
507,211.2358998750001
508,25.218198133999984
509,4.977221665399966
510,19.21273517999996
511,112.06501355599997
512,12.476451049300017
513,24.191043484999987
514,12.574868992800035
515,57.580508937
516,21.928061350999997
517,5.9912862324000145
518,8.275611037400012
519,136.93396924399997
520,75.27294590700001
521,7.495073144099976
522,22.830352866999988
523,96.359051266
524,21.336767558599973
525,83.54277654
526,213.37305500000002
527,34.011887356
528,41.89076414899999
529,10.282694118499968
530,13.572963526599985
531,6.68618637010001
532,177.05444592000003
533,12.311098519799977
534,22.15663559759998
535,19.073725462599995
536,145.67869417599996
537,8.841533043799956
538,739.3878780300004
539,686.8481815000006
540,9.014065493399997
541,11.938560019900024
542,27.304995417999976
543,5.961042008299998
544,5.5194721258
545,27.119196327999987
546,162.59739068600004
547,49.517161707
548,14.556818696799994
549,8.1764431366
550,12.809749012899992
551,60.264826188
552,36.72444255399999
553,11.08793237840002
554,71.572568506
555,86.585809163
556,64.56762449
557,296.9229152700001
558,150.219025407
559,31.086640449999997
560,12.167640043600016
561,25.239463483999998
562,44.861620474999995
563,8.555060195800046
564,34.527058905000004
565,40.820777037
566,106.52924010400001
567,15.732486947899972
568,73.231005254
569,7.6428412331000075
570,49.23532357199999
571,147.72285176
572,17.81927454700002
573,8.600474305199967
574,152.49895216199997
575,22.610784760999984
576,178.25116993800012
577,26.528094078000002
578,115.48622274299998
579,10.604165233199971
580,13.212389723199998
581,10.813873134400026
582,103.84093943600001
583,19.38653670899999
584,42.283710169
585,17.708348905299992
586,8.609316085000003
587,690.9360374899999
588,19.069301002499998
589,23.947367887999995
590,11.948260006300004
591,54.547822439
592,184.06465614799998
593,4.869029891200007
594,402.7148488899999
595,145.167093557
596,26.49618904399999
597,30.614298954999995
598,20.94876939019997
599,736.3515883700003
600,50.948836337
601,9.801473596200012
602,68.647046898
603,26.92774038599999
604,20.440478149000008
605,9.150363391800013
606,6.296387308999975
607,36.79526040799999
608,49.74176792600001
609,7.712940692699966
610,29.200473274000004
611,8.149955140800003
612,26.185119234999988
613,9.089843482100015
614,33.64350739700001
615,27.556770704
616,55.865847645
617,215.6205866530001
618,7.110800022900065
619,7.418259086800006
620,175.219976082
621,28.157457523000005
622,39.467567934
623,51.44908486
624,55.822394075999995
625,42.87022886400001
626,62.638401441
627,14.387954990799997
628,33.793983891
629,8.934765411400008
630,196.95908688000014
631,7.63027272030002
632,22.751109338999996
633,14.721546771899995
634,12.830529168800012
635,7.086442211699996
636,5.034134363400021
637,40.90120267200001
638,7.69436245670002
639,22.595883843000024
640,77.70689580400001
641,34.392881254999985
642,20.656728085600022
643,20.713615107999992
644,27.687960916999998
645,55.00294102
646,885.1165378600002
647,30.807550814999985
648,10.23525022629999
649,47.755374854
650,7.613825088400027
651,34.222340773
652,93.81275075399999
653,23.529418906999993
654,29.260189161000014
655,29.076066398999977
656,6.886863674599994
657,24.003090047999997
658,36.57230308700001
659,175.25981758700004
660,33.522182183000005
661,180.09934929699992
662,120.19530935199998
663,225.93085032000005
664,9.839802955900012
665,101.918206941
666,7.462569005800006
667,72.88851507700001
668,7.8493909386000595
669,29.631320388000013
670,35.26809240399999
671,182.64871891399991
672,35.087461369
673,21.184908004999976
674,27.42792259699999
675,24.635342316000013
676,15.362361001099984
677,23.536164340000006
678,75.101890472
679,22.26469584
680,18.416440183
681,30.043785962999998
682,42.51907545500001
683,31.773154239999997
684,20.80581553199999
685,52.60683128
686,6.255189683899978
687,270.55799448000016
688,335.48503861
689,12.002729811899968
690,15.40590326269998
691,10.751243599199988
692,25.755871066399962
693,60.960154441
694,13.133522823199975
695,36.804078045
696,8.874217705700026
697,5.260468316899974
698,33.83152452399999
699,36.01897963499999
700,7.090706050999962
701,158.16641631500002
702,28.309000681
703,124.419218647
704,162.79698987200004
705,36.853486329999996
706,108.653965304
707,13.053537460000001
708,42.541554442999995
709,30.923865057999997
710,45.09907841900001
711,5.51031478890004
712,14.644168734500006
713,63.888440268000004
714,46.038727689
715,23.646958871999978
716,457.24792774999986
717,7.6114990137000405
718,31.099418816999993
719,19.52256461840002
720,40.735625508
721,45.473498772
722,28.910973900999977
723,30.178451903999992
724,11.472953026800006
725,21.983200634899994
726,183.65838648100006
727,35.67586589700001
728,60.386222201
729,7.654467805700023
730,38.05133306699999
731,258.99877235
732,10.81701630620001
733,220.52239580000003
734,31.984693688999997
735,187.87040549900001
736,22.746203010999963
737,30.18984018599999
738,34.590981762
739,3.9689485577999974
740,12.770139923799967
741,9.82925560699995
742,37.522757159
743,6.876353234500016
744,48.14740804
745,33.958101632000016
746,73.187582479
747,51.578206076
748,7.534201472099966
749,193.06234588999996
750,338.2774237799998
751,12.941651662599995
752,65.091830336
753,27.045403943000025
754,16.69003262320002
755,33.688587571000014
756,409.31715555
757,10.927997439099983
758,17.750400847099975
759,90.96418244800002
760,23.73684961899999
761,20.96921425699996
762,43.01883859500002
763,91.06102594000001
764,5.418132765000003
765,220.46098412699996
766,5.500759256799995
767,63.245616951
768,490.0329856399998
769,11.945052561899985
770,22.320429660999984
771,14.280991287999996
772,31.60321509600002
773,203.64535084999994
774,16.336061258999997
775,201.60324756900008
776,28.555446443
777,16.637161248599988
778,29.01203024200001
779,93.128794801
780,18.786779096600007
781,23.33959377899999
782,34.920447190000004
783,26.537544906999997
784,42.361117021999995
785,35.120270847
786,5.151388370100001
787,19.95900351199998
788,474.1226863099999
789,9.616304007699988
790,5.557896401300006
791,16.692330948000013
792,31.008156403999998
793,71.800806826
794,1079.7224206599997
795,14.310503584599985
796,9.915682629599978
797,23.126052015000006
798,48.721956556999984
799,45.502544125
800,6.270111303199997
801,22.295697488999984
802,9.205782487500024
803,26.645554852000004
804,25.544983332999955
805,6.378562733999978
806,17.8515683332
807,53.16445372299999
808,20.791650817999965
809,79.411862956
810,116.58491892499998
811,140.88762250399998
812,10.661156357499976
813,59.251146119
814,25.701272542999995
815,15.254518086200022
816,40.676050973
817,115.84087885899999
818,40.962342209
819,10.763845771800035
820,36.40345339899999
821,10.361695373500055
822,39.570564278999996
823,4.705995261600016
824,52.03015483600001
825,12.918656790199968
826,110.56891340800001
827,19.893368498999983
828,29.395897327999997
829,27.613353880000005
830,15.679926684099975
831,22.662821805000014
832,20.373940761
833,67.966330561
834,133.58604719899998
835,7.8966943195999875
836,115.78068491699999
837,7.779871725400049
838,56.407438484
839,34.07389724499998
840,30.123276268999994
841,21.15327146599997
842,9.322438922700002
843,6.790753270300009
844,28.917652233999988
845,59.888036472
846,24.771366426
847,33.26658521600001
848,5.064492804600022
849,11.668749382700021
850,12.92310019230004
851,75.210901698
852,65.670165528
853,411.9145901100001
854,17.472762314899988
855,24.686500403000004
856,6.072520591200011
857,18.68388917700001
858,25.609600296999993
859,20.577538095999977
860,81.18980013699999
861,21.97007022190001
862,144.17449398699995
863,31.403294340999985
864,68.400718075
865,68.344665939
866,11.596199925799965
867,77.355913715
868,266.12325591
869,161.57518727299993
870,10.688230727699995
871,32.36357593099998
872,26.81612785100001
873,8.802284849599985
874,98.341151504
875,73.702420712
876,839.3434399400002
877,6.063325349999978
878,22.36971191400003
879,140.72688337699998
880,155.12472645799997
881,25.200628705999996
882,60.490263666
883,76.19743048999999
884,12.547684986200018
885,26.713929050000033
886,50.224931457000004
887,5.575134791099998
888,8.183978185499996
889,61.858740879
890,58.260638896
891,23.887430049000002
892,48.6023541
893,11.24685498759996
894,69.084663129
895,7.549229060499982
896,98.33304041899999
897,54.147047830000005
898,6.053081780100044
899,15.353439749999993
900,184.22099712600004
901,119.77201001800003
902,35.813173094999996
903,10.685025672000002
904,20.839138660999993
905,141.397114185
906,7.00555518739997
907,74.37159391299998
908,52.70295084800001
909,10.003692659700008
910,9.412997204799993
911,42.86356766799999
912,44.27601993000002
913,7.243993172899991
914,16.564784940899983
915,309.58121926
916,31.128127269000018
917,39.42800620000001
918,168.37532426999996
919,27.56421201
920,66.042106655
921,22.187582573999975
922,9.551011288800005
923,75.15404279399999
924,59.385989367
925,14.127169169499957
926,15.111372386399971
927,9.788951263000051
928,28.708830315999982
929,207.02126617000005
930,19.30531254400001
931,40.022615444999985
932,136.90175399100005
933,27.084023148999997
934,143.69863285999998
935,5.274860777299978
936,32.62620554299997
937,81.48681721
938,16.2374340152
939,12.770075019600021
940,330.17238504999995
941,8.14051565629999
942,81.69216010699999
943,40.850608475
944,54.459490251000005
945,20.146284793300005
946,68.770678438
947,40.695815566000014
948,25.28004978600002
949,11.287238490900002
950,16.690856840800016
951,10.989140621600015
952,13.661874171800008
953,12.484627270899978
954,28.81508671799999
955,11.639221042900012
956,8.958001525600011
957,85.249765562
958,9.902638102399955
959,6.417900742400036
960,168.32622020000002
961,152.98301105099995
962,47.41229392900001
963,19.91653381700001
964,33.10350978600002
965,17.69503401849999
966,11.347479499900011
967,31.567567087000022
968,13.073921345099976
969,57.638992988
970,24.43970842400001
971,3.728413574599962
972,69.42886706099999
973,24.055627020999992
974,30.186138770999996
975,6.442700016899948
976,6.352252515800039
977,56.687287868
978,79.020430518
979,91.424060013
980,117.325582646
981,9.33366625840003
982,12.722648936200024
983,51.83104518
984,74.632207403
985,124.05443198400002
986,6.879302918600054
987,25.740316010999997
988,66.731270733
989,256.84705681700007
990,197.35746705100001
991,36.066700303000005
992,8.112527798700008
993,22.02696237160003
994,63.468175314
995,23.481366351999974
996,47.58405856899999
997,10.8309278841
998,70.780678149
999,32.087095957000024
1000,309.96054575
1001,111.74198505200002
1002,70.14973738500001
1003,108.45639836500003
1004,5.036501424299956
1005,24.041284418000032
1006,6.439174521200059
1007,3.74509463939998
1008,43.231357637
1009,24.706192293
1010,10.772069064500023
1011,25.78575895200001
1012,7.431470377400025
1013,81.56091653200001
1014,28.97828302900001
1015,44.646306894
1016,228.62886503999994
1017,40.955236551999974
1018,9.96162208269999
1019,18.41840992190002
1020,10.442508486099989
1021,35.94177821699999
1022,5.920261902400007
1023,358.5897551899999
1024,35.861585673
1025,78.346127778
1026,49.81064618399999
1027,38.30844478099999
1028,38.243139564
1029,320.69343393
1030,24.035565060000003
1031,246.48319907700005
1032,417.14105908
1033,819.59364017
1034,5.259588928799985
1035,6.47702632270002
1036,45.280420658000004
1037,229.21351873999998
1038,172.90829005699996
1039,5.233223232699999
1040,32.694147292
1041,44.654679650000006
1042,11.379091379200034
1043,245.29324912000004
1044,6.179187471600031
1045,22.245441608999982
1046,30.812985538999996
1047,10.086109970299987
1048,3.8921722908999854
1049,41.389415508
1050,7.220876323499979
1051,3.652971997399959
1052,28.858621461999995
1053,21.564839132000017
1054,41.516816815000006
1055,13.308215882699983
1056,6.699140580500021
1057,7.996929326599954
1058,24.231280207999973
1059,119.26804800400001
1060,25.887532783999994
1061,34.75382907800002
1062,37.23676956499999
1063,60.959557665
1064,22.245693822000007
1065,35.430920758
1066,6.167917053599965
1067,51.141063802
1068,17.38463020399999
1069,50.065538034999996
1070,36.28044789900003
1071,9.593950322199987
1072,31.92911775700002
1073,14.294572300499993
1074,4.766506247700008
1075,17.92499097000001
1076,4.550635892199978
1077,68.699644345
1078,138.978360727
1079,3.7535840458999843
1080,171.21931226700008
1081,22.560225056
1082,7.3160185009
1083,26.275935534
1084,251.4448713299999
1085,151.842555812
1086,6.136388969099997
1087,27.512738489000014
1088,12.141375975399974
1089,20.090307532900013
1090,77.886098161
1091,28.33840519500003
1092,304.17712668999997
1093,18.455902679999987
1094,10.168001973399981
1095,13.024861497399975
1096,120.123053077
1097,9.920558754099993
1098,20.753098751999964
1099,272.7812291900001
1100,69.420062881
1101,14.58970532690001
1102,55.117108085
1103,504.0594431000002
1104,80.56008746699999
1105,5.940858535399997
1106,64.846804029
1107,9.03335639680003
1108,293.19147599
1109,18.60498576199999
1110,83.591170624
1111,36.19995253099999
1112,70.170016961
1113,40.91139370500001
1114,314.18181045999995
1115,4.67009199190003
1116,27.818804169000003
1117,44.52596568199999
1118,5.677970145599971
1119,6.566279935300024
1120,21.67274223900001
1121,34.699660992000005
1122,110.920154325
1123,363.78294516000005
1124,75.291506866
1125,251.6222857799999
1126,129.15200472899994
1127,100.287570294
1128,115.517120414
1129,121.79402790599997
1130,8.823412597400015
1131,15.233070489800014
1132,217.67787312000007
1133,5.116035426199993
1134,19.176224166000033
1135,35.002488131999996
1136,5.499110253099964
1137,20.468502272000002
1138,8.324712481099972
1139,36.627331156000004
1140,5.643669592500018
1141,18.34241480500002
1142,12.346654891899988
1143,16.65627559680003
1144,82.647004897
1145,11.682726576699984
1146,111.45091459300001
1147,9.23277659899994
1148,7.0307657592000155
1149,29.07679711499999
1150,27.93852031400001
1151,27.53138520800001
1152,87.696282081
1153,39.985033154999996
1154,29.78630759499999
1155,49.605306824
1156,30.021391280000003
1157,822.4082394800001
1158,77.123145104
1159,25.82280585
1160,118.39455536199998
1161,86.88186639400001
1162,7.928464897700032
1163,7.393736299300002
1164,8.955831878399984
1165,8.75762319439999
1166,6.496381701599951
1167,5.945201656699993
1168,43.21320343300001
1169,67.113899613
1170,143.084503897
1171,33.186177408
1172,354.54636919999984
1173,6.773710435299996
1174,7.41568887799999
1175,11.692165545099968
1176,298.21421698999995
1177,15.245946382100016
1178,37.57401954700001
1179,106.74217288700001
1180,5.265532041099966
1181,40.665337204999986
1182,47.150999774
1183,19.6490364856
1184,418.39731842000015
1185,82.451055515
1186,96.62490180799999
1187,61.005258736
1188,667.97177061
1189,36.65095629699999
1190,16.44200985020003
1191,38.78789374799999
1192,51.99192365900001
1193,13.268330575599947
1194,139.91219067099996
1195,9.133335389800017
1196,11.960897955100016
1197,385.2262485100002
1198,33.779158666
1199,4.324969290899979
1200,36.34639988500002
1201,9.597275924600005
1202,141.79177502699994
1203,27.650889307999996
1204,72.764706079
1205,29.273180222999997
1206,31.628277415999996
1207,114.79298644800002
1208,4.667862181399997
1209,357.72579266
1210,105.06900946100001
1211,22.494256138000004
1212,4.041847089800001
1213,39.348287879
1214,19.848135143800008
1215,13.120900805300003
1216,39.468446698
1217,40.33335022100002
1218,47.65859128800001
1219,227.21004448000002
1220,11.017783788899997
1221,11.617488455799979
1222,25.074652108000002
1223,31.072446042000003
1224,7.193153066100024
1225,244.60217969
1226,72.331044685
1227,85.785523247
1228,9.099100611499985
1229,27.729534379999983
1230,19.80068650299998
1231,33.219313348000014
1232,6.200682213400015
1233,52.020032916000005
1234,107.744735437
1235,35.233056336999994
1236,8.51474554009998
1237,63.475798042
1238,137.88159636900002
1239,24.628685454000006
1240,75.516414247
1241,6.204148669100029
1242,29.38074817399999
1243,21.091942095000014
1244,103.74781974499997
1245,14.093457501500005
1246,71.38407255999999
1247,5.390564622599996
1248,374.48763613
1249,21.69996933600001
1250,4.3191967472999835
1251,37.69717246000001
1252,37.804179557999994
1253,32.038119263000006
1254,106.31289244899999
1255,18.82022127399999
1256,10.414472055699974
1257,45.04823691599998
1258,26.815082425000014
1259,68.891661799
1260,24.277564751199996
1261,545.67486186
1262,11.858078090999996
1263,15.797974112299997
1264,3.6658117555999965
1265,40.47219604899999
1266,44.101298926
1267,16.09040937639999
1268,24.472028280399996
1269,12.63297275880005
1270,12.423440653700005
1271,60.120499372
1272,18.614793502000005
1273,35.81275331000002
1274,12.805635769999974
1275,3.6128611699999453
1276,44.943409499000005
1277,376.0067818700001
1278,205.26539946999998
1279,158.21244629600005
1280,38.676529566999996
1281,6.681359048999987
1282,673.3428612500002
1283,5.894503941699995
1284,6.150151218900007
1285,224.89422499099993
1286,157.77230211100004
1287,113.860849402
1288,35.563079049
1289,125.52822589099998
1290,27.31550173800001
1291,16.865251112999992
1292,24.745396616999997
1293,12.348256350100009
1294,15.291185538599962
1295,70.434877966
1296,29.801683679999996
1297,45.857627023000006
1298,32.88225744500002
1299,28.764261584999993
1300,4.676487318700019
1301,19.186743508000013
1302,8.210547203500006
1303,28.929601866000006
1304,8.613392797500026
1305,52.538210431
1306,23.94135039400001
1307,20.35852776840001
1308,9.326927801199979
1309,5.793029489299997
1310,10.76369171530002
1311,105.24181879100001
1312,97.53047540899999
1313,10.140592621899991
1314,35.84588959199999
1315,84.32081301500001
1316,73.906060468
1317,11.774534898199995
1318,66.151845419
1319,20.080410885000028
1320,53.805028582000006
1321,11.316814687199965
1322,120.172430879
1323,58.446164298999996
1324,11.519264532699985
1325,115.39407622500002
1326,5.441005225100014
1327,22.887368633
1328,13.381431638400052
1329,78.137713003
1330,20.96610260100001
1331,20.293633061000023
1332,18.595145422000023
1333,5.830334301500002
1334,10.708351173800011
1335,11.122838026399975
1336,21.575558631999996
1337,55.626599027000005
1338,45.805077053999995
1339,51.215389704
1340,139.06700256800002
1341,6.709312231699954
1342,17.08254249740002
1343,51.68855096699999
1344,27.260269820999994
1345,86.464241638
1346,11.700386666400021
1347,33.03842861400002
1348,28.093452556999992
1349,9.468524437799985
1350,625.1585184299997
1351,34.911683473999986
1352,10.82238240020002
1353,51.587139631999996
1354,91.74519325
1355,441.01831481999994
1356,50.088756531
1357,29.208612202999987
1358,30.442858281
1359,6.339825021600014
1360,55.59880436700001
1361,13.078706489899986
1362,20.905853126400018
1363,23.67604010900002
1364,10.813488563200018
1365,5.53599449270002
1366,8.440781532800003
1367,54.214691593999994
1368,71.895692831
1369,148.213705633
1370,13.251180171000016
1371,8.619548626299988
1372,34.525932029
1373,6.460624137799975
1374,7.0971105462
1375,18.0001869241
1376,32.286510555999996
1377,8.532614879399993
1378,39.238386913
1379,51.500526714
1380,43.56231787899999
1381,51.82882236300001
1382,11.792335843599979
1383,34.04553167800001
1384,49.025833940000005
1385,32.18158802500001
1386,7.643443586899991
1387,45.208153894999995
1388,6.120419747100023
1389,11.742659107199984
1390,21.75024060199999
1391,281.01186767999997
1392,10.05269710789998
1393,58.159176796000004
1394,12.834405031999964
1395,205.964261857
1396,132.78570237999992
1397,95.486462952
1398,62.44582683
1399,8.786095160000016
1400,77.89755470899999
1401,69.758840239
1402,342.3971853
1403,20.187890480399965
1404,131.85840040600002
1405,28.116910043999987
1406,79.769364742
1407,29.165917210999986
1408,33.04891198500002
1409,13.499888228000025
1410,15.371663186300026
1411,103.91179048000001
