index,Toughness
505,21.402693
506,58.655643
507,148.26645
508,24.18146
509,6.8944607
510,12.841372
511,106.95672
512,8.53404
513,22.524008
514,16.256807
515,62.15795
516,18.73849
517,5.536337
518,8.008989
519,69.02227
520,59.00561
521,13.446951
522,21.33317
523,78.26413
524,25.765097
525,84.50081
526,252.28438
527,40.844284
528,36.693844
529,8.503153
530,11.031626
531,11.449137
532,212.23372
533,9.077955
534,18.406748
535,23.201319
536,167.31241
537,9.886972
538,498.9045
539,780.3835
540,14.915026
541,22.022017
542,32.19661
543,5.2076283
544,7.183241
545,26.434958
546,150.67862
547,29.31093
548,22.330706
549,12.2565365
550,24.991785
551,67.231476
552,25.637342
553,13.291979
554,72.452705
555,86.38556
556,66.93039
557,313.90747
558,109.61642
559,21.321135
560,16.697733
561,32.521523
562,31.824057
563,17.975676
564,40.299892
565,37.512917
566,89.5872
567,24.397001
568,62.71184
569,8.469484
570,40.244843
571,108.196724
572,12.834192
573,10.098574
574,97.353264
575,19.437113
576,123.37268
577,20.476797
578,121.746735
579,10.98094
580,14.81138
581,18.430788
582,106.07663
583,11.654882
584,35.400425
585,25.522615
586,6.724119
587,493.98474
588,27.26771
589,20.13531
590,18.743437
591,45.973846
592,207.31337
593,-0.74227315
594,415.81387
595,228.27193
596,26.257788
597,26.980028
598,17.182718
599,577.01605
600,49.592033
601,10.139189
602,63.59368
603,35.96382
604,19.820532
605,14.112169
606,3.4942343
607,31.317343
608,40.857258
609,13.604303
610,31.824823
611,8.715673
612,26.017187
613,14.735556
614,32.552277
615,27.693651
616,56.411297
617,180.87921
618,7.188612
619,6.4047527
620,132.59698
621,21.872686
622,33.80385
623,68.9497
624,49.315998
625,27.865545
626,68.40561
627,8.457689
628,30.681406
629,11.164911
630,245.00928
631,8.820597
632,26.20587
633,17.128103
634,27.907274
635,8.684904
636,-0.6339205
637,44.31692
638,4.0291653
639,25.308332
640,88.354416
641,39.144733
642,17.676123
643,20.923399
644,29.35864
645,49.180756
646,707.93774
647,32.287403
648,20.033133
649,51.436558
650,8.43944
651,24.495466
652,84.75146
653,24.080572
654,22.550455
655,28.681635
656,8.605215
657,14.230146
658,45.558
659,169.24368
660,32.94879
661,139.35332
662,67.069855
663,154.95421
664,9.718897
665,178.05089
666,14.353792
667,71.345436
668,8.367029
669,32.776264
670,34.96778
671,100.93245
672,24.999075
673,10.195692
674,28.411188
675,21.4597
676,12.311796
677,28.683393
678,74.69793
679,23.500555
680,21.818624
681,30.373285
682,51.51991
683,45.21172
684,18.736555
685,36.394196
686,7.1760883
687,249.51202
688,404.50543
689,7.203932
690,18.53895
691,19.601397
692,27.212378
693,51.142296
694,18.864763
695,35.465347
696,8.149416
697,6.708082
698,30.093508
699,26.458212
700,7.124769
701,193.04315
702,15.740007
703,142.25752
704,124.86262
705,36.383656
706,87.80645
707,12.90938
708,25.577631
709,39.63297
710,45.671585
711,3.90428
712,18.527308
713,89.555435
714,35.772007
715,19.08896
716,426.68967
717,2.2871802
718,37.471664
719,20.950655
720,46.61623
721,42.96999
722,27.259924
723,30.210241
724,14.490007
725,25.801764
726,95.473694
727,35.577026
728,54.090538
729,13.878847
730,33.26553
731,179.3105
732,11.478518
733,169.08052
734,25.99473
735,141.78209
736,23.808455
737,29.606249
738,30.800276
739,-0.5868624
740,8.627596
741,17.660624
742,31.073183
743,10.080862
744,50.74134
745,36.54774
746,64.278366
747,74.97295
748,7.1173573
749,185.47467
750,311.4111
751,11.518274
752,57.63434
753,23.9983
754,29.602156
755,26.871847
756,273.118
757,12.000608
758,32.469936
759,83.56505
760,21.311586
761,24.358477
762,24.072256
763,100.8471
764,10.329325
765,185.01257
766,2.633528
767,68.708275
768,469.2269
769,14.707651
770,25.424109
771,16.262068
772,38.000145
773,190.39209
774,22.587603
775,123.172935
776,24.957525
777,17.388475
778,22.76431
779,77.10889
780,14.792692
781,24.641813
782,35.222496
783,22.394796
784,37.737274
785,54.690453
786,3.7891676
787,16.15676
788,361.2779
789,13.388025
790,3.0591795
791,14.549429
792,32.356476
793,77.86759
794,1109.135
795,14.184187
796,10.126028
797,27.41535
798,34.813328
799,31.631102
800,4.0623417
801,22.771273
802,16.800543
803,26.164831
804,26.141684
805,3.5466216
806,16.152708
807,27.55462
808,17.005571
809,52.220337
810,190.06247
811,112.34632
812,13.081938
813,60.808655
814,30.188482
815,18.856241
816,34.0352
817,77.54177
818,36.396946
819,4.610159
820,30.772509
821,18.80057
822,36.158802
823,3.585482
824,63.606567
825,8.811182
826,100.58208
827,17.399054
828,24.860128
829,23.087027
830,21.266062
831,23.559023
832,17.480558
833,67.70449
834,124.60868
835,3.177603
836,86.172516
837,5.8733883
838,44.209026
839,26.543447
840,28.039648
841,14.508726
842,10.4274845
843,9.862963
844,28.796041
845,59.64326
846,22.998243
847,45.526844
848,1.2052747
849,10.461317
850,11.288603
851,65.4953
852,53.5934
853,398.04498
854,24.277315
855,27.033216
856,3.6611655
857,27.137823
858,23.171682
859,16.961515
860,88.780365
861,15.682589
862,138.87828
863,20.73813
864,56.48989
865,109.90223
866,5.8084736
867,65.529015
868,223.13307
869,158.10492
870,11.616652
871,28.530935
872,22.97613
873,7.578127
874,90.476326
875,70.141945
876,1204.8827
877,7.112665
878,18.276083
879,155.02785
880,168.74644
881,30.719667
882,92.07291
883,95.128006
884,8.90354
885,23.652094
886,80.28746
887,0.21524635
888,14.755266
889,41.80674
890,64.71654
891,30.483923
892,43.16934
893,12.753115
894,78.18393
895,18.471739
896,81.978294
897,56.810745
898,3.1656554
899,11.834948
900,143.49869
901,77.609085
902,20.793756
903,13.122007
904,4.297571
905,108.12575
906,4.3399563
907,87.01179
908,36.906727
909,4.5153522
910,12.974379
911,30.165903
912,39.77293
913,-2.5572221
914,18.878775
915,300.1374
916,34.571346
917,34.04647
918,210.54333
919,24.891687
920,53.70191
921,20.900541
922,13.057333
923,62.54221
924,78.38035
925,9.872595
926,19.465162
927,26.77794
928,19.298002
929,240.63263
930,21.73252
931,36.070007
932,143.63002
933,32.066982
934,147.92982
935,-0.31587395
936,28.154318
937,64.56609
938,19.40323
939,17.434038
940,341.8813
941,13.805433
942,78.2673
943,41.529316
944,57.0268
945,13.591639
946,81.568115
947,33.46903
948,24.209055
949,9.620508
950,27.347681
951,13.663343
952,16.798014
953,16.212336
954,25.2427
955,8.140963
956,11.415152
957,57.597645
958,24.7274
959,8.219252
960,202.99268
961,99.13048
962,50.751766
963,24.683447
964,31.777239
965,12.313803
966,14.07464
967,35.308586
968,8.98657
969,47.479
970,19.114798
971,-0.9949663
972,66.346344
973,36.36266
974,17.648958
975,7.6465626
976,12.648882
977,45.97426
978,85.854805
979,61.01499
980,127.87016
981,13.397081
982,14.928556
983,50.929886
984,74.87679
985,119.882355
986,12.192343
987,30.799692
988,85.388985
989,224.21175
990,116.675606
991,32.814507
992,2.1888793
993,18.815775
994,75.577995
995,27.93923
996,31.57413
997,3.909403
998,73.95084
999,28.083918
1000,234.22696
1001,82.734055
1002,66.85154
1003,49.686905
1004,0.9330961
1005,20.738482
1006,13.045755
1007,1.4960767
1008,48.200256
1009,18.192907
1010,8.911882
1011,20.85702
1012,6.2696514
1013,33.935093
1014,32.697964
1015,43.056328
1016,245.55754
1017,37.132076
1018,15.482134
1019,19.900736
1020,9.951693
1021,29.35415
1022,4.0091
1023,417.0114
1024,33.158066
1025,77.105934
1026,47.947605
1027,47.38046
1028,32.84481
1029,299.67914
1030,22.61429
1031,281.9633
1032,316.3451
1033,852.9526
1034,10.203375
1035,4.952917
1036,34.208294
1037,205.02263
1038,156.2617
1039,9.906061
1040,44.147392
1041,51.76156
1042,23.46795
1043,239.66089
1044,6.7142086
1045,17.019297
1046,32.654644
1047,5.902422
1048,3.8617575
1049,28.022738
1050,4.7463055
1051,-2.3499696
1052,28.465681
1053,16.773169
1054,34.005844
1055,22.30615
1056,12.06484
1057,9.90291
1058,19.726656
1059,77.88638
1060,25.064825
1061,28.004164
1062,25.808115
1063,77.63201
1064,16.493692
1065,19.420794
1066,5.0312595
1067,46.95084
1068,28.91152
1069,23.72553
1070,33.72467
1071,14.591719
1072,15.677683
1073,10.469622
1074,-0.1836184
1075,12.995287
1076,-1.3303393
1077,79.1099
1078,93.47005
1079,1.6958982
1080,185.2049
1081,21.907393
1082,8.527029
1083,30.012022
1084,236.09119
1085,169.6451
1086,0.53456706
1087,25.380377
1088,15.874189
1089,18.393373
1090,56.97113
1091,38.714046
1092,342.75473
1093,15.731001
1094,18.715395
1095,22.8929
1096,162.97148
1097,14.507284
1098,21.023924
1099,248.3275
1100,89.243286
1101,14.429396
1102,31.059572
1103,380.21207
1104,46.12577
1105,6.870222
1106,79.07828
1107,7.0906315
1108,266.1275
1109,20.297506
1110,127.40315
1111,39.570522
1112,38.52549
1113,41.540737
1114,286.75983
1115,1.9379979
1116,27.31571
1117,25.325598
1118,4.786604
1119,5.6592274
1120,27.376162
1121,35.110382
1122,144.73787
1123,298.254
1124,72.50061
1125,240.49745
1126,122.156815
1127,97.65059
1128,107.26231
1129,119.58593
1130,5.211336
1131,6.7040806
1132,187.4944
1133,-0.31532463
1134,16.189116
1135,33.036926
1136,5.8295803
1137,21.877836
1138,14.743628
1139,26.146677
1140,5.460333
1141,13.950209
1142,11.624056
1143,14.983526
1144,78.03259
1145,12.281462
1146,106.37481
1147,15.05076
1148,7.5351696
1149,27.426065
1150,29.172308
1151,22.808481
1152,80.00061
1153,39.029396
1154,30.952784
1155,37.177383
1156,26.639818
1157,837.81213
1158,74.12557
1159,17.033094
1160,121.866165
1161,88.30826
1162,10.316065
1163,10.222223
1164,7.9737225
1165,10.7556095
1166,8.156107
1167,3.1330016
1168,22.329493
1169,57.163815
1170,160.28578
1171,29.236883
1172,286.85883
1173,16.189882
1174,8.660505
1175,16.051912
1176,348.3552
1177,10.330839
1178,41.08125
1179,110.56155
1180,8.009344
1181,39.647663
1182,43.894382
1183,15.169004
1184,518.5771
1185,76.169876
1186,90.659355
1187,56.344845
1188,471.06018
1189,37.124054
1190,8.925764
1191,46.509407
1192,71.86461
1193,19.28491
1194,110.73066
1195,8.643312
1196,24.493448
1197,405.27744
1198,40.325684
1199,-1.9929293
1200,27.900274
1201,6.807661
1202,188.20917
1203,29.171701
1204,83.995926
1205,27.402987
1206,30.626158
1207,108.37523
1208,3.9473364
1209,421.38055
1210,212.98799
1211,21.030508
1212,3.769747
1213,28.270739
1214,19.171415
1215,22.622206
1216,20.432749
1217,30.687002
1218,41.846424
1219,223.97368
1220,27.80755
1221,20.322935
1222,16.742403
1223,37.93173
1224,11.330893
1225,229.97482
1226,72.23296
1227,165.94763
1228,4.1509724
1229,29.718325
1230,16.015608
1231,23.200338
1232,16.145166
1233,36.366432
1234,100.39204
1235,28.537195
1236,8.124754
1237,53.73219
1238,119.51117
1239,24.205141
1240,68.01936
1241,9.079493
1242,22.883574
1243,19.117506
1244,98.01126
1245,17.225855
1246,64.80975
1247,9.744486
1248,261.39996
1249,26.312296
1250,3.6088927
1251,59.348663
1252,32.49148
1253,16.557219
1254,94.428795
1255,12.773493
1256,14.785234
1257,26.60597
1258,20.245317
1259,70.33193
1260,20.668997
1261,816.28827
1262,15.263735
1263,16.442072
1264,-6.2584705
1265,35.155983
1266,30.756487
1267,4.7839184
1268,18.326754
1269,16.661917
1270,5.033865
1271,64.59742
1272,28.123983
1273,33.29307
1274,24.496828
1275,-6.0823383
1276,47.268246
1277,463.4593
1278,103.0921
1279,266.77634
1280,31.989779
1281,-0.037484974
1282,611.56244
1283,-0.8896273
1284,8.300676
1285,263.9768
1286,81.3586
1287,90.941605
1288,24.865156
1289,113.36868
1290,39.199715
1291,26.363909
1292,30.429617
1293,17.04302
1294,23.784452
1295,71.46488
1296,26.884604
1297,41.052074
1298,23.011198
1299,30.101557
1300,5.573984
1301,21.926794
1302,20.248953
1303,38.204544
1304,15.550917
1305,57.973785
1306,23.818457
1307,20.56465
1308,13.720884
1309,-0.39228997
1310,14.675924
1311,86.72844
1312,82.469406
1313,21.459066
1314,43.174038
1315,40.73507
1316,111.942055
1317,13.805727
1318,69.06278
1319,27.27165
1320,55.310146
1321,10.679487
1322,95.21038
1323,35.282604
1324,14.547903
1325,125.141235
1326,7.5130024
1327,25.22569
1328,16.67719
1329,98.72257
1330,21.995424
1331,21.721655
1332,29.947561
1333,7.0900936
1334,9.951681
1335,12.698156
1336,22.624365
1337,94.33696
1338,25.418566
1339,46.302135
1340,133.95967
1341,9.6809635
1342,22.691278
1343,50.441166
1344,19.559824
1345,84.729485
1346,24.848932
1347,33.49507
1348,25.77902
1349,16.811426
1350,595.2821
1351,30.571852
1352,17.162092
1353,37.84495
1354,164.32596
1355,433.28192
1356,40.05613
1357,32.385338
1358,34.412777
1359,9.826506
1360,67.505325
1361,15.965929
1362,27.589247
1363,16.28742
1364,12.162317
1365,12.956457
1366,14.272493
1367,24.188269
1368,63.099026
1369,149.35196
1370,18.82924
1371,12.797556
1372,19.050116
1373,12.646315
1374,4.865961
1375,25.424177
1376,28.384977
1377,10.209616
1378,32.35885
1379,43.57279
1380,41.457287
1381,48.03597
1382,16.541365
1383,34.81182
1384,33.529484
1385,33.088867
1386,17.175753
1387,48.84446
1388,0.24086586
1389,16.176546
1390,18.663862
1391,238.93552
1392,17.609571
1393,73.65806
1394,21.128355
1395,176.65765
1396,102.56115
1397,95.9517
1398,60.841583
1399,15.833757
1400,94.07984
1401,66.61388
1402,364.17697
1403,11.690985
1404,201.05972
1405,16.112337
1406,62.05299
1407,33.207104
1408,36.9259
1409,18.963293
1410,24.890242
1411,65.759476
1412,114.57227
1413,81.72715
1414,31.482885
1415,22.908297
1416,10.282125
1417,14.25326
1418,5.2811413
1419,69.30987
1420,41.492996
1421,8.938124
1422,14.607504
1423,37.080452
1424,48.99202
1425,78.41628
1426,243.24367
1427,27.353037
1428,19.540956
1429,28.913908
1430,50.120342
1431,22.439222
1432,10.802195
1433,25.810713
1434,28.295622
1435,123.35082
1436,91.273605
1437,29.482534
1438,26.217615
1439,9.8218975
1440,75.17268
1441,33.19774
1442,109.35856
1443,410.20782
1444,48.893055
1445,27.346601
1446,19.091513
1447,23.321379
1448,33.001526
1449,5.3070316
1450,15.708132
1451,2.9716094
1452,11.242365
1453,202.84996
1454,124.33944
1455,30.028715
1456,31.794703
1457,53.315464
1458,58.714573
1459,19.68855
1460,31.92737
1461,221.52953
1462,19.662413
1463,29.844149
1464,10.557638
1465,130.32596
1466,753.25726
1467,257.07913
1468,15.197519
1469,20.880777
1470,41.839523
1471,14.075907
1472,31.8952
1473,3.8184683
1474,88.74307
1475,18.22962
1476,20.106283
1477,25.062155
1478,57.813377
1479,103.8087
1480,8.619085
1481,1.4168721
1482,17.343245
1483,35.953163
1484,14.412249
1485,14.117834
1486,111.85474
1487,232.26967
1488,30.100943
1489,16.14739
1490,438.8868
1491,157.08789
1492,134.2915
1493,35.724506
1494,76.12715
1495,8.423117
1496,26.139467
1497,89.79289
1498,331.11774
1499,33.18182
1500,147.82114
1501,6.5621777
1502,318.00824
1503,24.723688
1504,121.941025
1505,5.3234158
1506,13.006247
1507,67.14251
1508,85.14452
1509,57.616203
1510,21.103453
1511,16.302076
1512,443.9307
1513,12.380072
1514,26.381033
1515,34.31176
1516,26.861258
1517,7.274824
1518,168.28313
1519,29.43865
1520,24.229872
1521,20.893034
1522,46.554832
1523,29.860022
1524,72.03183
1525,86.431404
1526,21.135057
1527,111.54937
1528,158.51073
1529,10.004438
1530,15.87557
1531,223.26419
1532,-0.67385274
1533,25.90227
1534,24.802694
1535,11.2674465
1536,28.104692
1537,38.701992
1538,27.632673
1539,-2.5230882
1540,18.189398
1541,33.240913
1542,14.195326
1543,19.459356
1544,74.48282
1545,18.538115
1546,23.286749
1547,76.92043
1548,14.622606
1549,10.881083
1550,95.325195
1551,29.884577
1552,14.806334
1553,10.104418
1554,17.328184
1555,365.1618
1556,61.721256
1557,23.197794
1558,8.765539
1559,32.91994
1560,98.497314
1561,21.761965
1562,-1.5288562
1563,37.849533
1564,10.2770405
1565,20.436205
1566,15.988028
1567,18.205778
1568,41.567936
1569,16.920366
1570,106.63914
1571,131.77243
1572,14.019423
1573,12.89477
1574,10.056814
1575,164.11896
1576,22.31487
1577,21.07171
1578,10.628195
1579,7.2863293
1580,14.929335
1581,30.765352
1582,39.94728
1583,20.372232
1584,90.65149
1585,68.37766
1586,14.570467
1587,54.882767
1588,50.766296
1589,3.1805174
1590,21.223814
1591,29.053434
1592,37.397274
1593,22.616823
1594,24.034864
1595,61.99409
1596,22.289892
1597,212.06265
1598,30.24254
1599,23.989332
1600,100.71772
1601,21.323763
1602,29.323027
1603,46.426716
1604,13.100748
1605,10.90867
1606,86.36319
1607,46.589043
1608,20.683702
1609,11.070009
1610,77.23281
1611,16.362608
1612,82.11893
1613,27.811808
1614,29.274122
1615,35.5713
1616,119.65487
1617,26.206888
1618,22.21594
1619,38.474003
1620,165.76436
1621,171.92508
1622,31.621626
1623,20.896944
1624,34.94969
1625,167.57968
1626,16.50574
1627,27.075972
1628,0.08067146
1629,53.254078
1630,38.31137
1631,28.836218
1632,-1.0729235
1633,20.466276
1634,17.259161
1635,7.162504
1636,16.27852
1637,22.739424
1638,18.515776
1639,61.09429
1640,5.2534885
1641,23.7731
1642,170.748
1643,33.65552
1644,76.17896
1645,73.48954
1646,-3.11812
1647,88.46677
1648,123.78275
1649,14.158636
1650,7.0776577
1651,143.93047
1652,15.57025
1653,-1.8356799
1654,34.438007
1655,7.388479
1656,9.08391
1657,16.469912
1658,451.3697
1659,29.992594
1660,34.02311
1661,126.85873
1662,18.0469
1663,60.58317
1664,49.535995
1665,62.10095
1666,16.279802
1667,19.052332
1668,27.162676
1669,26.397337
1670,26.965368
1671,6.0859585
1672,9.328703
1673,105.992226
1674,35.78609
1675,248.33885
1676,18.080732
1677,14.248102
1678,113.89014
1679,-0.44199547
1680,18.80805
1681,125.77476
1682,50.18835
1683,203.72641
1684,27.260294
1685,121.16456
1686,19.304853
1687,3.8631995
1688,155.65305
1689,307.39288
1690,7.3491993
1691,39.09256
1692,21.018953
1693,28.720663
1694,16.03765
1695,35.44939
1696,68.68608
1697,442.37552
1698,58.758
1699,8.533033
1700,17.736456
1701,56.745827
1702,28.022547
1703,44.979336
1704,22.28734
1705,8.53631
1706,33.5937
1707,229.31845
1708,28.81701
1709,12.459555
1710,92.55544
1711,39.52531
1712,485.50824
1713,18.308111
1714,7.0530453
1715,88.23852
1716,59.743
1717,21.688623
1718,537.80225
1719,144.51694
1720,402.79584
1721,193.6472
1722,21.245153
1723,25.387663
1724,127.454956
1725,128.73651
1726,28.49
1727,16.255888
1728,65.59051
1729,149.83728
1730,168.01974
1731,8.990046
1732,2.3958342
1733,37.26166
1734,12.696997
1735,7.320719
1736,29.486895
1737,78.01555
1738,32.702908
1739,24.03599
1740,2.7532103
1741,34.238564
1742,46.790916
1743,9.23942
1744,26.437769
1745,27.420774
1746,8.193792
1747,46.519814
1748,18.082674
1749,26.52255
1750,19.941504
1751,29.0213
1752,6.047636
1753,23.619505
1754,0.096365124
1755,20.622591
1756,32.973953
1757,41.647297
1758,34.803474
1759,41.28612
1760,25.95436
1761,154.22481
1762,0.79639643
1763,56.457645
1764,37.117977
1765,15.068647
1766,21.314829
1767,19.283022
1768,144.36613
1769,97.53249
1770,233.0045
1771,5.1781483
1772,42.805363
1773,64.9547
1774,9.656321
1775,11.683771
1776,14.420256
1777,8.919065
1778,91.052284
1779,23.594538
1780,118.80587
1781,20.702085
1782,65.4956
1783,69.89709
1784,26.103846
1785,149.34175
1786,13.254141
1787,15.641081
1788,13.323446
1789,24.054842
1790,39.530575
1791,26.602152
1792,65.102425
1793,40.274437
1794,6.61553
1795,22.958662
1796,94.51789
1797,339.7289
1798,87.2618
1799,76.650505
1800,63.921143
1801,97.65842
1802,275.865
1803,29.137045
1804,87.62352
1805,27.29231
1806,17.613989
1807,0.5216276
1808,19.394484
1809,214.26727
1810,23.509771
1811,91.03376
1812,41.273617
1813,28.00247
1814,23.048525
1815,468.14017
1816,26.379267
1817,23.620161
1818,20.880415
1819,145.21454
1820,23.28237
1821,491.00754
1822,42.983154
1823,20.328745
1824,20.060404
1825,8.593313
1826,54.731846
1827,66.77914
1828,11.185564
1829,21.760668
1830,17.895964
1831,271.48853
1832,64.52247
1833,9.599272
1834,191.11037
1835,43.331608
1836,119.22042
1837,37.16368
1838,31.721323
1839,18.735754
1840,34.359447
1841,9.412943
1842,-2.6247194
1843,81.26362
1844,20.778624
1845,30.731985
1846,197.70358
1847,14.273592
1848,18.658281
1849,34.800983
1850,13.789125
1851,7.0000477
1852,38.716778
